Koyori Tsumujikaze,https://cdn.myanimelist.net/images/characters/4/307814.jpg,,R,R
Agari Kamiya ,https://cdn.myanimelist.net/images/characters/14/325472.jpg,,R,R
Harima Kenji,https://cdn.myanimelist.net/images/characters/8/28093.jpg,,R,R
Tenma,https://cdn.myanimelist.net/images/characters/11/30856.jpg,,R,R
Yakumo,https://cdn.myanimelist.net/images/characters/5/127197.jpg,,R,R
Emi,https://cdn.myanimelist.net/images/characters/9/80431.jpg,,R,R
Mikoto,https://cdn.myanimelist.net/images/characters/4/34128.jpg,,R,R
Akira (male),https://cdn.myanimelist.net/images/characters/2/127187.jpg,,R,R
Gene Starwind,https://cdn.myanimelist.net/images/characters/15/51763.jpg,,R,R
Jim,https://cdn.myanimelist.net/images/characters/4/51764.jpg,,R,R
Merufina,https://cdn.myanimelist.net/images/characters/10/52330.jpg,,R,R
Suzuka,https://cdn.myanimelist.net/images/characters/8/51766.jpg,,R,R
Aisha,https://cdn.myanimelist.net/images/characters/14/51765.jpg,,R,R
Noe (canon winner),https://cdn.discordapp.com/attachments/957169847454822410/971178783807799346/cock_meds.jpg,,R,R
Hiromi (non canon winner),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPCEzdGQ80YZ8fPGm0MoOaEEZPc0Ya7qx-lpuYQjc42Cc513J-PRh_6ZIG26tGaPVAEGM&usqp=CAU,,R,R
Aiko,https://images2.alphacoders.com/113/113410.jpg,,R,R
Bartender,https://cdn.discordapp.com/attachments/957169847454822410/970931139495751740/average_bartender_enjoyer.png,,R,R
Yoshihiko,https://aramajapan.com/wp-content/uploads/2016/04/aramajapan_20160423-yuushasyoshihiko.jpg,melee,R,R
Danjo,http://3.bp.blogspot.com/-YsC7-1k0bEM/UOIv3XTGDiI/AAAAAAAAKl4/y3MLm0K0hNQ/s1600/vlcsnap-2013-01-01-10h54m22s227.png,melee,R,R
Murasaki,http://3.bp.blogspot.com/-Rggk8cFzES4/UOl6Lf3u4_I/AAAAAAAAKqU/tLd0HHIbXpk/s1600/vlcsnap-2013-01-06-23h59m05s247.png,melee,R,R
Merebu,https://i.imgur.com/uJW36.jpeg,magic;,R,R
Asuna Harukaze,https://cdn.myanimelist.net/images/characters/12/115449.jpg?_gl=1*19m4xst*_ga*MzY2NjkzNjQ3LjE1OTg1MDE4NzQ.*_ga_26FEP9527K*MTY1MTU1NzA5NS4xNjYuMS4xNjUxNTU5MDg4LjU5,,R,R
Boruto Kuranku,https://cdn.myanimelist.net/images/characters/7/87913.jpg,,R,R
Illya,https://cdn.discordapp.com/attachments/957169847454822410/971187565212356698/illya.png,cunny;,R,R
Black Illya,https://cdn.discordapp.com/attachments/957169847454822410/980400968736845895/039d339664001d0da0fa3d1f84d10c2c.jpg,cunny;,R,R
Miyu,https://cdn.discordapp.com/attachments/957169847454822410/971187565891825664/sample_f77183f2751e69efca7cb83d07ef55b3.jpg,cunny;,R,R
Kukuru Anrakutei,https://cdn.myanimelist.net/images/characters/13/145959.jpg,,R,R
Emma,https://cdn.myanimelist.net/images/characters/4/323012.jpg,meido,R,R
William,https://cdn.myanimelist.net/images/characters/12/55017.jpg,,R,R
Hakim,https://cdn.discordapp.com/attachments/957169847454822410/970940441996435496/9c3.jpg,,R,R
Eleanor,https://cdn.myanimelist.net/images/characters/9/301176.jpg,,R,R
Hans,https://media.discordapp.net/attachments/957169847454822410/980682241304850492/404761.jpg,,R,R
Sasshi,https://cdn.myanimelist.net/images/characters/15/110165.jpg,,R,R
Arumi,https://cdn.discordapp.com/attachments/957169847454822410/971189062809567262/b8b557c38b94d730f30fe4f74cb7531d.png,cunny;,R,R
Tone Gawakun,https://media.discordapp.net/attachments/957169847454822410/980970365431975976/unknown.png,,R,R
Saemonsaburo,https://media.discordapp.net/attachments/957169847454822410/980970330854142002/unknown.png,,R,R
Ebitani,https://media.discordapp.net/attachments/957169847454822410/980970297987596358/unknown.png,,R,R
Hyoudo,https://media.discordapp.net/attachments/957169847454822410/980970398571167754/unknown.png,,R,R
Ootsuki,https://cdn.myanimelist.net/images/characters/15/366259.jpg,,R,R
Yuno,https://cdn.myanimelist.net/images/characters/7/289442.jpg,,R,R
Chucky Chuck,https://cdn.discordapp.com/attachments/957169847454822410/980407765744910346/chucky.png,cunny;,R,R
Ahab,https://cdn.myanimelist.net/images/characters/15/334149.jpg,,R,R
Dew (formerly not harry),https://cdn.myanimelist.net/images/characters/2/321186.jpg,,R,R
Murato (formerly jacobs),https://cdn.anisearch.com/images/anime/screen/1/1366/full/239163.webp,bigguy;,R,R
BARBA (formerly dead),https://cdn.myanimelist.net/images/characters/6/134475.jpg,bigguy;,R,R
Karen,https://cdn.myanimelist.net/images/characters/3/331766.jpg,butai,R,R
Hikari,https://cdn.discordapp.com/attachments/957169847454822410/980970421878947861/diehikari.png,butai,R,R
Dai Banana (she won),https://cdn.discordapp.com/attachments/957169847454822410/971170691216990218/banana.png,butai,R,R
Sakura Wars,https://cdn.myanimelist.net/images/characters/10/358031.jpg,,R,R
Anita,https://cdn.discordapp.com/attachments/957169847454822410/980395532692381706/p.png,cunny;paper,R,R
Maggie,https://cdn.myanimelist.net/images/characters/5/78268.jpg?,paper,R,R
Michelle,https://cdn.discordapp.com/attachments/957169847454822410/980398301545386024/unknown.png,paper,R,R
Yomiko Breedman,https://cdn.myanimelist.net/images/characters/12/78269.jpg,paper,R,R
Nenene,https://w0.peakpx.com/wallpaper/230/411/HD-wallpaper-tomo-glasses-azumanga-daioh-anime.jpg,nenene;,R,R
Dobato,https://cdn.discordapp.com/attachments/957169847454822410/980682225198706748/38931.jpg,undead,R,R
Ioryogi,https://cdn.myanimelist.net/images/characters/12/146511.jpg,,R,R
Fujimoto,https://media.discordapp.net/attachments/957169847454822410/980595935048519840/60081.jpg,,R,R
Roger Smith,https://cdn.discordapp.com/attachments/957169847454822410/980406206264905788/rogersmith.png,,R,R
Dorothy,https://cdn.myanimelist.net/images/characters/6/74373.jpg,meido;,R,R
Angel,https://cdn.myanimelist.net/images/characters/11/77588.jpg,,R,R
Melli Belli,https://cdn.discordapp.com/attachments/957169847454822410/981437993506181130/belly_kicked.jpg,,R,R
Yumeji,https://cdn.myanimelist.net/images/characters/6/107745.jpg,,R,R
Hibiki,https://media.discordapp.net/attachments/957169847454822410/988716566088658964/unknown.png?width=492&height=609,melee;homo;,R,R
Tsubasa,https://media.discordapp.net/attachments/957169847454822410/988716375281385522/unknown.png?width=599&height=609,melee;homo;,R,R
Chris,https://media.discordapp.net/attachments/957169847454822410/988716671332151306/unknown.png?width=570&height=609,ranger;,R,R
Shinobu,https://cdn.myanimelist.net/images/characters/8/86335.jpg,ninja;,R,R
Kaeda,https://cdn.myanimelist.net/images/characters/11/36728.jpg,ninja;,R,R
Onsokumaru,https://media.discordapp.net/attachments/957169847454822410/988905879925559326/unknown.png,,R,R
Tubeless,https://cdn.discordapp.com/attachments/957169847454822410/988724792641347625/tubeless.jpg,ranger;,R,R
Mirelle,https://cdn.myanimelist.net/images/characters/14/52023.jpg,ranger;,R,R
Chloe,https://cdn.discordapp.com/attachments/927363815975292938/995493004469080165/2022-07-04_23-04-43.png,ninja;,R,R
Lawrence,https://cdn.myanimelist.net/images/characters/10/163857.jpg,,R,R
Korbo,https://cdn.myanimelist.net/images/characters/4/317289.jpg,,R,R
Ruizu,https://cdn.discordapp.com/attachments/998843166138572821/998865379348721776/ruizu.png,magic;,R,R
Saito,https://cdn.myanimelist.net/images/characters/2/155575.jpg,melee;,R,R
Siesta,https://cdn.myanimelist.net/images/characters/10/59498.jpg,meido;,R,R
Koyuki,https://cdn.myanimelist.net/images/characters/4/81454.jpg,,R,R
Ryuusuke,https://cdn.myanimelist.net/images/characters/7/90624.jpg,,R,R
Saku,https://cdn.myanimelist.net/images/characters/15/57492.jpg,,R,R
Chiba,https://cdn.myanimelist.net/images/characters/12/90977.jpg,,R,R
Taira,https://cdn.myanimelist.net/images/characters/15/90625.jpg,,R,R
Sousuke,https://cdn.myanimelist.net/images/characters/15/34137.jpg,ranger,R,R
Chidori,https://cdn.myanimelist.net/images/characters/10/59128.jpg,,R,R
Tessa,https://cdn.myanimelist.net/images/characters/13/74136.jpg,,R,R
Gauron,https://cdn.myanimelist.net/images/characters/11/97670.jpg,gauron;homo;,C,E
Noda,https://cdn.myanimelist.net/images/characters/2/57746.jpg,,R,R
Big dumb glasses,https://cdn.discordapp.com/attachments/998843166138572821/1009611507455250483/snipped_megane_horrific.png,,R,R
Kanami,https://cdn.myanimelist.net/images/characters/12/339688.jpg,toji,R,R
Hiyori,https://cdn.myanimelist.net/images/characters/14/339698.jpg,toji,R,R
Yamamoto Yohko,https://cdn.myanimelist.net/images/characters/15/126123.jpg,,R,R
Ayano <3,https://cdn.myanimelist.net/images/characters/14/126129.jpg,,R,R
Momiji,https://cdn.myanimelist.net/images/characters/2/126119.jpg,,R,R
Madoka,https://cdn.myanimelist.net/images/characters/15/88959.jpg,,R,R
Mr Gunha dono,https://cdn.myanimelist.net/images/characters/5/82010.jpg,,R,R
Francember,https://cdn.myanimelist.net/images/characters/16/82009.jpg,cunny;,R,R
April <3,https://img3.gelbooru.com//images/ef/0e/ef0e4e2bafce7206f9042c8b5a948941.jpg,,R,R
Yuuichi,https://cdn.myanimelist.net/images/characters/11/53924.jpg?_gl=1*j4g3i6*_ga*MzY2NjkzNjQ3LjE1OTg1MDE4NzQ.*_ga_26FEP9527K*MTY2Mzc0MTEyOS4yNTEuMS4xNjYzNzQzMjM1LjYwLjAuMA..,aids,R,R
Rika,https://cdn.discordapp.com/attachments/998843166138572821/1022037830744150067/092d3a8084710cf8251578926f50aef0.png,,R,R
Makoto,https://cdn.myanimelist.net/images/characters/12/307330.jpg,witch;magic;,R,R
Chinatsu,https://cdn.myanimelist.net/images/characters/9/307328.jpg,cunny;,R,R
Nao,https://cdn.myanimelist.net/images/characters/5/302418.jpg,,R,R
Hime,https://cdn.myanimelist.net/images/characters/7/29210.jpg,,R,R
Hiro,https://cdn.discordapp.com/attachments/998843166138572821/1034716088795144253/unknown.png,undead;,R,R
Flandre,https://cdn.myanimelist.net/images/characters/10/91506.jpg,meido;,R,R
Reiri,https://cdn.myanimelist.net/images/characters/5/91505.jpg,,R,R
Riza (shes wild),https://img3.gelbooru.com//images/11/96/1196523bbf594ff70dd5db0755d0254b.gif,furry;,R,R
Lucy,https://static.tvtropes.org/pmwiki/pub/images/elfen_lied___lucy_by_d_jien_5870.jpg,lucy;,R,R
Nana,https://cdn.myanimelist.net/images/characters/15/81735.jpg,elfen,R,R
Kouta,https://cdn.discordapp.com/attachments/998843166138572821/1034708998722695188/VtRqtusd.png,,R,R
Enma Ai,https://cdn.discordapp.com/attachments/998843166138572821/1034702525863055401/unknown.png,,R,R
Ichimoku Ren,https://cdn.myanimelist.net/images/characters/3/345573.jpg,,R,R
Hone Onna,https://cdn.myanimelist.net/images/characters/7/32782.jpg,,R,R
Wanyuudou,https://cdn.discordapp.com/attachments/998843166138572821/1034723251773001758/WANYUUDAB.png,wagon;,R,R
Tsugumi,https://cdn.myanimelist.net/images/characters/9/229433.jpg,cunny;,R,R
Kuroneko,https://cdn.discordapp.com/attachments/998843166138572821/1046881297068462090/1397235103204.png,,R,R
Kazumi,https://cdn.myanimelist.net/images/characters/4/247721.jpg,,R,R
Kana,https://assets.shop.loblaws.ca/products/20145621001/b2/en/front/20145621001_front_a06_@2.png,,R,R
Kogarashi,https://cdn.myanimelist.net/images/characters/11/361768.jpg,,R,R
Yuuna,https://cdn.myanimelist.net/images/characters/2/310192.jpg,undead;,R,R
Yuri,https://cdn.myanimelist.net/images/characters/3/436231.jpg,cunny;,R,R
Big ol Bucket of Guts,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg,,R,R
Aidoru,https://cdn.myanimelist.net/images/characters/13/425143.jpg,im@s,R,R
Producer,https://c.tenor.com/i9amW8b9cLgAAAAC/dancing-letter-letter.gif,,R,R
Harukasan,https://cdn.myanimelist.net/images/characters/5/242497.jpg,harukasan;,C,E
Afu,https://cdn.myanimelist.net/images/characters/16/249335.jpg,afu;,R,R
Yukipo,https://cdn.myanimelist.net/images/characters/7/243273.jpg,yukipo;,R,R
Yayo,https://cdn.myanimelist.net/images/characters/9/243031.jpg,yayo;,R,R
Takanya,https://cdn.discordapp.com/attachments/998843166138572821/1009613528585486397/1584302796574.png,takanya;,R,R
Miurasan,https://cdn.myanimelist.net/images/characters/3/244887.jpg,miurasan;,R,R
Makochi,https://cdn.myanimelist.net/images/characters/9/243271.jpg,makochi;,R,R
