Noda,https://cdn.myanimelist.net/images/characters/2/57746.jpg,,R,R
Big dumb glasses,https://cdn.discordapp.com/attachments/998843166138572821/1009611507455250483/snipped_megane_horrific.png,,R,R
Miyabi,https://cdn.myanimelist.net/images/characters/14/80470.jpg,,R,R
Tomokane,https://cdn.myanimelist.net/images/characters/8/74496.jpg,,R,R
Nozaki,https://cdn.myanimelist.net/images/characters/11/60755.jpg,,R,R
Aidoru,https://cdn.myanimelist.net/images/characters/13/425143.jpg,im@s,R,R
Harukasan,https://cdn.myanimelist.net/images/characters/5/242497.jpg,harukasan;,C,E
Afu,https://cdn.myanimelist.net/images/characters/16/249335.jpg,afu;,R,R
Yukipo,https://cdn.myanimelist.net/images/characters/7/243273.jpg,yukipo;,R,R
Yayo,https://cdn.myanimelist.net/images/characters/9/243031.jpg,yayo;,R,R
Takanya,https://cdn.discordapp.com/attachments/998843166138572821/1009613528585486397/1584302796574.png,takanya;,R,R
Miurasan,https://cdn.myanimelist.net/images/characters/3/244887.jpg,miurasan;,R,R
Makochi,https://cdn.myanimelist.net/images/characters/9/243271.jpg,makochi;,R,R
Smol Shart,https://cdn.myanimelist.net/images/characters/11/245881.jpg,koamimami;,R,R
Smol Fart,https://cdn.myanimelist.net/images/characters/7/245885.jpg,koamimami;,R,R
Io,https://cdn.myanimelist.net/images/characters/5/242495.jpg,io;,R,R
Chihya,https://cdn.myanimelist.net/images/characters/12/249377.jpg,chihya;,R,R
Chicchan,https://cdn.myanimelist.net/images/characters/6/243891.jpg,chicchan;,R,R
Chibiki,https://cdn.myanimelist.net/images/characters/9/247897.jpg,chibiki;,R,R
PiyoPiyo,https://cdn.myanimelist.net/images/characters/5/245347.jpg,piyo;,R,R
Producer,https://c.tenor.com/i9amW8b9cLgAAAAC/dancing-letter-letter.gif,,R,R
Kanami,https://cdn.myanimelist.net/images/characters/12/339688.jpg,toji,R,R
Hiyori,https://cdn.myanimelist.net/images/characters/14/339698.jpg,toji,R,R
Mai,https://cdn.myanimelist.net/images/characters/7/339697.jpg,toji,R,R
Kohagura,https://cdn.myanimelist.net/images/characters/5/339694.jpg,toji,R,R
Kaoru,https://cdn.myanimelist.net/images/characters/4/339695.jpg,toji;cunny,R,R
Sayaka,https://cdn.myanimelist.net/images/characters/14/339696.jpg,toji,R,R
Yume,https://cdn.myanimelist.net/images/characters/4/339689.jpg,toji;cunny,R,R
Yamamoto Yohko,https://cdn.myanimelist.net/images/characters/15/126123.jpg,,R,R
Ayano <3,https://cdn.myanimelist.net/images/characters/14/126129.jpg,,R,R
Momiji,https://cdn.myanimelist.net/images/characters/2/126119.jpg,,R,R
Madoka,https://cdn.myanimelist.net/images/characters/15/88959.jpg,,R,R
Lawson-han,https://cdn.myanimelist.net/images/characters/10/194623.jpg,,R,R
Yamamoto Yohtaro,https://cdn.discordapp.com/attachments/998843166138572821/1022037044903555092/yohtaro.png,,R,R
January,https://cdn.discordapp.com/attachments/998843166138572821/1022056560643543070/20723699_p4.jpg,,R,R
February,https://cdn.discordapp.com/attachments/998843166138572821/1022046513045721108/unknown.png,,R,R
March,https://cdn.discordapp.com/attachments/998843166138572821/1022046806986735627/unknown.png,,R,R
April <3,https://img3.gelbooru.com//images/ef/0e/ef0e4e2bafce7206f9042c8b5a948941.jpg,,R,R
May,https://cdn.discordapp.com/attachments/998843078662176862/1022218610732707970/may.png,,R,R
June,https://cdn.discordapp.com/attachments/998843166138572821/1022056486345658388/7956_p0.jpg,,R,R
July,https://img3.gelbooru.com//images/84/c4/84c420483aca2b692ea9b0513be9a249.jpg,,R,R
August,https://img3.gelbooru.com//images/b9/d9/b9d9155e3d64a0dcbae8821a3a027000.jpg,cunny;,R,R
Septembah,https://cdn.discordapp.com/attachments/998843166138572821/1022050032255500339/unknown.png,meido;,R,R
October,https://cdn.discordapp.com/attachments/998843166138572821/1022051378325102663/unknown.png,cunny;,R,R
November,https://cdn.discordapp.com/attachments/998843166138572821/1022051108568440892/unknown.png,cunny;,R,R
December,https://cdn.discordapp.com/attachments/998843166138572821/1022051524261720105/unknown.png,cunny;,R,R
Francember,https://cdn.myanimelist.net/images/characters/16/82009.jpg,cunny;,R,R
Mr Gunha dono,https://cdn.myanimelist.net/images/characters/5/82010.jpg,,R,R
Bishop,https://static.wikia.nocookie.net/coyoteragtimeshow/images/4/4c/C882f5ceee.jpg/revision/latest?cb=20190721010249,,R,R
Katana,https://static.wikia.nocookie.net/coyoteragtimeshow/images/f/f2/D998677cd0.jpg/revision/latest?cb=20190721010118,,R,R
Swamp,https://static.wikia.nocookie.net/coyoteragtimeshow/images/e/e5/B6f075da6e.jpg/revision/latest?cb=20190724204502,,R,R
Bruce,https://static.wikia.nocookie.net/coyoteragtimeshow/images/4/43/Dc0134d5b4.jpg/revision/latest?cb=20190721004344,,R,R
Mommy,https://cdn.myanimelist.net/images/characters/3/361337.jpg,,R,R
Angelica,https://cdn.discordapp.com/attachments/998843166138572821/1022051840961032202/7959_p0.jpg,,R,R
Chelsea,https://static.wikia.nocookie.net/coyoteragtimeshow/images/8/8c/B681c626a6.jpg/revision/latest?cb=20190721005844,,R,R
Yuuichi,https://cdn.myanimelist.net/images/characters/11/53924.jpg?_gl=1*j4g3i6*_ga*MzY2NjkzNjQ3LjE1OTg1MDE4NzQ.*_ga_26FEP9527K*MTY2Mzc0MTEyOS4yNTEuMS4xNjYzNzQzMjM1LjYwLjAuMA..,aids,R,R
Rika,https://cdn.discordapp.com/attachments/998843166138572821/1022037830744150067/092d3a8084710cf8251578926f50aef0.png,,R,R
Sexy Nurse,https://cdn.myanimelist.net/images/characters/12/102969.jpg,,R,R
Dr NTR,https://cdn.discordapp.com/attachments/998843166138572821/1021994432981110834/unknown.png,,C,E
Makoto,https://cdn.myanimelist.net/images/characters/12/307330.jpg,witch;magic;,R,R
Chinatsu,https://cdn.myanimelist.net/images/characters/9/307328.jpg,cunny;,R,R
Nao,https://cdn.myanimelist.net/images/characters/5/302418.jpg,,R,R
Akane,https://cdn.myanimelist.net/images/characters/4/302397.jpg,witch;magic;,R,R
Chito,https://cdn.myanimelist.net/images/characters/5/302415.jpg,,R,R
Kenny,https://cdn.myanimelist.net/images/characters/14/303055.jpg,,R,R
Inukai,https://cdn.myanimelist.net/images/characters/11/303052.jpg,furry;,R,R
Kei,https://cdn.myanimelist.net/images/characters/10/302416.jpg,,R,R
Hime,https://cdn.myanimelist.net/images/characters/7/29210.jpg,,R,R
Hiro,https://cdn.discordapp.com/attachments/998843166138572821/1034716088795144253/unknown.png,undead;,R,R
Flandre,https://cdn.myanimelist.net/images/characters/10/91506.jpg,meido;,R,R
Reiri,https://cdn.myanimelist.net/images/characters/5/91505.jpg,,R,R
Riza (shes wild),https://img3.gelbooru.com//images/11/96/1196523bbf594ff70dd5db0755d0254b.gif,furry;,R,R
Sawawa,https://cdn.myanimelist.net/images/characters/8/91508.jpg,meido;,R,R
Sherwood,https://cdn.myanimelist.net/images/characters/11/66805.jpg,cunny;,R,R
Francisca,https://cdn.myanimelist.net/images/characters/12/190336.jpg,meido;,R,R
Ryu Ryu,https://i.kym-cdn.com/photos/images/newsfeed/001/516/801/145.jpg,,R,R
Zeppeli,https://cdn.discordapp.com/attachments/998843166138572821/1034716228863926373/REDMAN.jpg,,R,R
Lucy,https://static.tvtropes.org/pmwiki/pub/images/elfen_lied___lucy_by_d_jien_5870.jpg,lucy;,R,R
Kouta,https://cdn.discordapp.com/attachments/998843166138572821/1034708998722695188/VtRqtusd.png,,R,R
Yuka,https://cdn.myanimelist.net/images/characters/4/54447.jpg,,R,R
Mayu,https://cdn.myanimelist.net/images/characters/16/80573.jpg,,R,R
Nana,https://cdn.myanimelist.net/images/characters/15/81735.jpg,elfen,R,R
Bandou,https://cdn.myanimelist.net/images/characters/7/54326.jpg,ranger,C,R
Mariko,https://cdn.myanimelist.net/images/characters/16/54727.jpg,elfen,R,R
Kurama,https://cdn.myanimelist.net/images/characters/11/64589.jpg,,R,R
Enma Ai,https://cdn.discordapp.com/attachments/998843166138572821/1034702525863055401/unknown.png,,R,R
Ichimoku Ren,https://cdn.myanimelist.net/images/characters/3/345573.jpg,,R,R
Horny Onna,https://cdn.myanimelist.net/images/characters/7/32782.jpg,,R,R
Wanyuudou,https://cdn.discordapp.com/attachments/998843166138572821/1034723251773001758/WANYUUDAB.png,wagon;,R,R
Tsugumi,https://cdn.myanimelist.net/images/characters/9/229433.jpg,cunny;,R,R
Hajime,https://cdn.myanimelist.net/images/characters/10/229431.jpg,,R,R
Murakami,https://cdn.myanimelist.net/images/characters/14/154971.jpg,,R,R
Kuroneko,https://cdn.discordapp.com/attachments/998843166138572821/1046881297068462090/1397235103204.png,,R,R
Kazumi,https://cdn.myanimelist.net/images/characters/4/247721.jpg,,R,R
Kotori,https://cdn.myanimelist.net/images/characters/4/244329.jpg,,R,R
Kana,https://assets.shop.loblaws.ca/products/20145621001/b2/en/front/20145621001_front_a06_@2.png,,R,R
Nanami,https://cdn.myanimelist.net/images/characters/9/314087.jpg,,R,R
Hatsuna,https://cdn.myanimelist.net/images/characters/16/282945.jpg,,R,R
Shironeko,https://cdn.discordapp.com/attachments/998843166138572821/1046882783500439683/shironeko.png,,R,R
Kogarashi,https://cdn.myanimelist.net/images/characters/11/361768.jpg,,R,R
Yuuna,https://cdn.myanimelist.net/images/characters/2/310192.jpg,undead;,R,R
Sagiri,https://cdn.discordapp.com/attachments/998843166138572821/1046883477909413978/image.png,ninja,R,R
Yaya,https://cdn.myanimelist.net/images/characters/13/312040.jpg,,R,R
Nonko,https://cdn.myanimelist.net/images/characters/15/388482.jpg,,R,R
Chitose,https://cdn.myanimelist.net/images/characters/13/361775.jpg,meido;,R,R
Oboro,https://cdn.myanimelist.net/images/characters/3/344387.jpg,,R,R
Yuri,https://cdn.myanimelist.net/images/characters/3/436231.jpg,cunny;,R,R
Kumi,https://cdn.myanimelist.net/images/characters/5/436230.jpg,cunny;,R,R
Kasumi,https://cdn.myanimelist.net/images/characters/7/114624.jpg,cunny;,R,R
Megumi,https://cdn.myanimelist.net/images/characters/5/114621.jpg,,R,R
Naomi,https://cdn.discordapp.com/attachments/998843166138572821/1046890116599255110/image.png,,R,R
Ayumi,https://cdn.myanimelist.net/images/characters/14/211489.jpg,,R,R
Satoshi,https://cdn.discordapp.com/attachments/998843166138572821/1046887977932046386/armless.png,,R,R
Sachiko,https://cdn.myanimelist.net/images/characters/12/459388.jpg,,R,R
Big ol Bucket of Guts,https://images.immediate.co.uk/production/volatile/sites/30/2022/09/Spicy-tomato-spaghetti-caf3053.jpg,,R,R
Yoshihiko,https://aramajapan.com/wp-content/uploads/2016/04/aramajapan_20160423-yuushasyoshihiko.jpg,melee;,R,R
Danjo,http://3.bp.blogspot.com/-YsC7-1k0bEM/UOIv3XTGDiI/AAAAAAAAKl4/y3MLm0K0hNQ/s1600/vlcsnap-2013-01-01-10h54m22s227.png,melee;,R,R
Murasaki,http://3.bp.blogspot.com/-Rggk8cFzES4/UOl6Lf3u4_I/AAAAAAAAKqU/tLd0HHIbXpk/s1600/vlcsnap-2013-01-06-23h59m05s247.png,melee;,R,R
Merebu,https://i.imgur.com/uJW36.jpeg,magic;,R,R
Hotoke-sama,https://i.imgur.com/71X7z.jpeg,,R,R
Hisa,https://pics.prcm.jp/ta026/7078939/jpeg/7078939_477x636.jpeg,,R,R
