Joe,https://cdn.myanimelist.net/images/characters/7/337430.jpg,,C,N
Kaede Honjo,https://static.wikia.nocookie.net/bofuri/images/d/da/Kaedemain.jpeg/revision/latest?cb=20210115092526,maple2;leaf,,
Tsukasa maple,https://static.wikia.nocookie.net/bofuri/images/d/da/Kaedemain.jpeg/revision/latest?cb=20210115092526,maple2;leaf,,
Hokke Utano,https://cdn.myanimelist.net/images/characters/7/110773.jpg,witch;cunny,n,g
Mammoth Nishi,https://cdn.myanimelist.net/images/characters/2/338118.jpg,punching; bigguy,c,g
Danpai-San,https://cdn.myanimelist.net/images/characters/4/126741.jpg,,n,n
Rikiishi,https://cdn.myanimelist.net/images/characters/8/277009.jpg,undead,n,n
Aozora,https://cdn.myanimelist.net/images/characters/13/363893.jpg,,,
Saya,https://cdn.myanimelist.net/images/characters/6/121717.jpg,saya;,,
Yuji,https://cdn.myanimelist.net/images/characters/13/4712.jpg,,,
Marlene,https://cdn.myanimelist.net/images/characters/5/163041.jpg,,,
Maple Syrup,https://cdn.myanimelist.net/images/characters/2/397715.jpg,maple2;leaf,,
Maple deez nuts,https://cdn.myanimelist.net/images/characters/13/390863.jpg,maple2;leaf,,
Maple,https://cdn.myanimelist.net/images/characters/10/396709.jpg,maple;leaf,c,n
Angel Maple,https://cdn.myanimelist.net/images/characters/10/396709.jpg,maple2;leaf,c,g
Demon Maple,https://cdn.myanimelist.net/images/characters/10/396709.jpg,maple2;leaf,c,e
Machine God Maple,https://cdn.myanimelist.net/images/characters/10/396709.jpg,maple2;leaf,l,n
Kraken Maple,https://cdn.myanimelist.net/images/characters/10/396709.jpg,maple2;leaf,e,
Futa Maple,https://cdn.discordapp.com/attachments/998843166138572821/1265802692274688192/image.png?ex=66a2d61f&is=66a1849f&hm=3b888a23d71cc24ea248e9fbc87d35655e1c38935ed4ef260468140f79ff8f9b&,maple2;leaf,c,e
